,AD_GRUPOECONOMICO,AD_CODUNNEG,DESCRICAO,SEGMENTO
232,TOTAL PERFORMANCE IND. DE COSMETICOS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
233,SIEGWERK BRASIL INDUSTRIA DE TINTAS LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
234,ECOMASTER QUIMICA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
235,NADIR ANA WIEDERKEHR,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
236,DJALMA CAMILO MUNIZ ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
237,RAFASHDUBLA IND. E COM. DE DUBLAGENS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
238,LIBRA TERMINAL RIO S/A,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
239,OFFICE TOTAL SOLUÇÃO EM TECNOLOGIA P/ESCRITÓRIOS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
240,C.V ARAUJO SOARES DE OLIVEIRA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
241,AREX QUIMICA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
242,DRAGÃO QUIMICA INDUSTRIAL E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
243,USINA NATURAL COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
244,IFF ESSÊNCIAS E FRAGÂNCIAS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
245,SKL HERBAL CIENTÍFICA LAB. FARM. LTDA,3.0,FOOD & NUTRITION,
246,DOUGLAS LOUIS CIRPIANI - ME (EJC QUIMICA),1.0,INDUSTRIAL,
247,GERMANO MARAGNO QUIMICA,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
248,ESSENCIAL MATERIAS PRIMAS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
249,INSTITUTO METODISTA DE ENSINO SUPERIOR,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
250,VALE DO IVAÍ S/A AÇUCAR E ALCOOL,1.0,INDUSTRIAL,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
251,AIDE CONTER JOHNSON E CIA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
252,RAVELL PRODUTOS COSMÉTICOS E DERMATOLÓGICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
253,NATURAL D GAIA EXP IND COM COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
254,PPA QUIMICA LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
255,LARAMA COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
256,CASSIDY EMPORIUM PRODUTOS DE BELEZA LTDA EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
257,IND. COM. ELETRO ELETRONICA GEHAKA LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
258,ISOQUIMICA INDUSTRIAL LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
259,SORAYA SILVA CORREA EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
260,ARCHOTE INDÚSTRIA QUÍMICA LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
261,LABORATORIO FARMACEUTICO DO RECIFE LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
262,SOLA NOVA INDUSTRIAL LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
263,KILLING S/A,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
264,EBRAC IND COM IMP EXP DE COSMETICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
265,BODY AND MIND BEAUTIFUL COM. COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
266,SOLLIS PERFUMES E COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
267,FLOESSENCE COMÉRCIO DE COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
268,SERGIO LUIZ CORRÊA DOS SANTOS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
269,JANAÍNA DE OLIVEIRA ASSESSORIA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
270,GRUPO AKUA/CLESS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
271,PARQUIMICA INDUSTRIAL LTDA,1.0,INDUSTRIAL,
272,CANAL FÁCIL IND. E COM. DE PROD. DE LIMPEZA LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
273,SLB COM DE PRODUTOS AUTOMOTIVOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
274,SILVIO THEODORO DE ARAUJO,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
275,UNINOVA LABORATORIO INDUSTRIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
276,FLAVIO FLOR DOS SANTOS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
277,LUMAR LAUS PERFUMARIA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
278,INDÚSTRIA E COMÉRCIO DE COSMÉTICOS PORTO BELO LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
279,H K Z INDUSTRIA E COMERCIO DE COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
280,ALFAHAIR IND E COM. DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
281,CIAFLEX INDUSTRIA DE BORRACHAS LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
282,LIMA - PERGHER INDUSTRIA E COMERCIO S/A,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
283,INDUSTRIA E COMERCIO MASSIOLITE PAVIONE LTDA,2.0,LIFE & PERSONAL CARE,
284,UNIPLEN INDÚSTRIA DE POLÍMEROS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
285,IRA RIO METALPLAS LTDA - ME,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
286,BRADESCO SA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
287,GMB PRODUTOS FARMACEUTICOS LTDA - SENSORIALE,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
288,TEKTON COSMÉTICOS PERF E PROD DE HIGIENE IND COM LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
289,RECOR IND E COM IMP EXP DE PRODUTOS PARA IMPRESSÕES LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
290,TORAY MARKETING E VENDAS BRASIL LDTA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
291,VIVA EMBALAGENS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
292,TFP COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME,2.0,LIFE & PERSONAL CARE,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
293,WORLD BOR IND E COM DE BORRACHA LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
294,NOVA COSMÉTICOS LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
295,COSMÉTICOS KIRB SHALON ADONAY LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
296,SKIN LAB IND. E COM. DE COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
297,KERALUX IND.E COM.DE COSMETICOS LTDA EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
298,DEALER COM DE COSMÉTICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
299,MACROPLAST INDÚSTRIA E COMÉRCIO DE PLÁSTICOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
300,MACK CAR COM.DE PRODUTOS DE LIMPEZA AUTOMOTIVA LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
301,TRANS WAR TRANSPORTES LTDA.,1.0,INDUSTRIAL,
302,ANTONIO NETO ARAGÃO - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
303,MARATA QUIMICA LTDA,1.0,INDUSTRIAL,
304,DEO SYSTEM DO BRASIL COM PRODS HIGIENE E LIMPEZA LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
305,GRUPO FACINATUS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
306,BIOVITAL IND E COM DE ESPEC COSM LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
307,ESPECIAL INDÚSTRIA DE COSMÉTICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
308,DALIE CHEMISTRY IND DE COSMÉTICOS LTDA-ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
309,AMANDA DA SILVA NARESSE,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
310,NATU PRIME INDUSTRIA E COMERCIO DE COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
311,AMPLASTEC INDUSTRIA DE PLASTICO LTDA - EPP,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
312,TINTAS REAL,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
313,MAC COATINGS INDUSTRIA DE TINTAS QUIMICAS LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
314,GRUPO BEAUTECH,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
315,TRESPPOL INDUST E COM DE PROD QUIM LTDA - EPP,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
316,DISTRIBUIDORA DE COSMETICOS SANTISTA LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
317,MITALY COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
318,EBRAC IND COM IMP EXP DE COSMETICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
319,NILTON SÉRGIO DE AQUINO,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
320,P H DISTRIBUIDORA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
321,ROLOTIPO IND COM ARTEF BORRAC PLASTIC LT,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
322,BIOCONTROL SISTEMA DE CONTROLE BIOLOGICO LTDA,4.0,AGRO,AGRONEGÓCIO | Defensivos Agrícolas
323,KLIM QUIMICA LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
324,N Z COOPERPOLYMER TERMOPLASTICOS DE ENG.LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
325,NATIVUS IND.E COM. DE PERFUMES LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
326,TRANSMAGNA TRANSPORTES EIRELI,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | OUTROS - PERSONAL CARE
327,M.M.P COMERCIAL INDUSTRIAL DE PLASTICOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
328,FARMACIA CONCEITO E SAUDE EIRELI - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
329,QUIMIFRAN PRODUTOS QUIMICOS E CURTURME LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | CALÇADOS - TINTAS
330,VEK COSMETICOS EIRELI - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
331,THAMARA ARGONDIZO DOS SANTOS - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
332,CHT BRASIL QUIMICA LT,2.0,LIFE & PERSONAL CARE,TÊXTIL | Têxtil
333,L B M COMERCIAL DE COSMETICOS LTDA-ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
334,GRECA ASFALTOS,1.0,INDUSTRIAL,CONSTRUÇÃO CIVIL | Aditivos para Argamassas e Concretos
335,EPLAST NORDESTE S/A,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
336,SBS - DISTRIBUIDORA DE COSMÉTICOS EIRELI ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
337,TRAMONTINA S/A CUTELARIA,1.0,INDUSTRIAL,
338,MEGA VITAL INDUSTRIA E COMERCIO DE COSMETICOS EIRELI,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
339,GRUPO MANA/VARIOL,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
340,HOT FLOWERS IND E COM DE ACESSORIOS ADULTOS LTDA - ME,2.0,LIFE & PERSONAL CARE,
341,GRUPO WEILBURGER/HELIOCOLOR,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
342,RAFA RICK COSMETICOS E PERFUMES LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
343,MBOAH COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
344,PRINCIPAL ESSENCIAS E EMBALAGENS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
345,WASTEC BRASIL IND E COM PROD QUIMICOS LTDA,1.0,INDUSTRIAL,
346,VIVIANE C. MENDEZ ESPANA INDUSTRIA DE COSMETICOS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
347,LIMPEZA IDEAL COMERCIO E DISTRIBUICAO LTDA - ME,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
348,BIOCHEMICAL - PRODUTOS QUIMICOS LTDA - EPP,2.0,LIFE & PERSONAL CARE,
349,DANY MARQUES DE SOUZA EIRELI EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
350,GRUPO AMANPACK,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
351,CHEMICAL SERVICES LTDA - ME,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
352,OVERCOMING COATING TINTAS LTDA - EPP,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
353,ELECTRIC INK IND COM IMPORTACAO E EXP LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
354,1001 INDÚSTRIA DE ARTEFATOS DE BORRACHA LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
355,INK WAY INDUSTRIA E COMERCIO DE TINTAS EIRELI - EPP,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
356,BAUTECH INDUSTRIA E COMERCIO DE TINTAS LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
357,COLORDEX COM DE PROD TEXTEIS LT,1.0,INDUSTRIAL,
358,AG COLOR CHEMICAL LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
359,ESTANPLAZA ADM HOT E,1.0,INDUSTRIAL,
360,TRUCK BUS INDÚSTRIA E COMÉRCIO DE AUTO PEÇAS LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
361,CRISTAL MASTER INDÚSTRIA E COMÉRCIO LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
362,ALCOOL SANTA CRUZ LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
363,F - S INDUSTRIA DE COSMETICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
364,D GUEDES DA SILVA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
365,PRISCILA A M COMPRI - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
366,SILIPET QUIMICA INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,
367,DUVON INDUSTRIA E COMERCIO LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
368,AEPI DO BRASIL INDÚSTRIA E COMÉRCIO LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
369,DGW-ACESSÓRIOS PARA POLIMENTOS LTDA-ME,1.0,INDUSTRIAL,
370,ROYAL DO BRASIL INDUSTRIA DE PERFIS DE PVC LTDA,1.0,INDUSTRIAL,
371,MARCUS CALMON,1.0,INDUSTRIAL,
372,REVITAL IND E COM DE PRODUTOS NATURAIS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
373,VANDERLEI CORDEIRO DE FREITAS ABREU - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
374,COMERCIAL SIMOURA LTDA - ME,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
375,GRUPO ELETRISOL,1.0,INDUSTRIAL,ELETRO & EPÓXI | Isolantes Elétricos
376,ECOSUL COSMETICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
377,ASSOCIACAO GAUCHA DE FARMACIAS E DROGARIAS INDEPENDENTES,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
378,AVANT IND E COM DE PRODUTOS SINTETICOS EIRELI,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
379,NOVOTEX SUL-AMERICANA LTDA,1.0,INDUSTRIAL,
380,GRUPO BELLE NATURE COSMETICS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
381,GIVANILDO ESTEFANELI - ME,2.0,LIFE & PERSONAL CARE,I&I – INDUSTRIAL & INSTITUCIONAL | Autocare
382,APSE COSMETICS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
383,NEOCAP IND E COMERCIO DE COSMETICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
384,BACCHI INDUSTRIA E COMERCIO DE ARTEFATOS DE FERRO LTDA,1.0,INDUSTRIAL,
385,ROLL - BOW COM E MANUTENCAO EM CILINDROS CURVOS LTDA - ME,1.0,INDUSTRIAL,
386,HARAH PARTICIPAÇÕES E NEGÓCIOS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
387,ANAUA IND E COM DE COSMETICOS IMPORT E EXPORT LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
388,F B M INDUSTRIA FARMACEUTICA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
389,IBC - INDUSTRIA BRASILEIRA DE COSMETICOS LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
390,ASPERBRAS TUBOS E CONEXOES LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
391,M R VIANA LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
392,CABRERA CONSULTORIA CONTÁBIL E TRIBUTÁRIA ,,,
393,INDUSTRIA E COMERCIO DE PROD DE LIMPEZA GIRANDO SOL LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
394,QUIMICA NP EIRELI - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
395,A MADEIREIRA INDUSTRIA E COMERCIO LTDA,1.0,INDUSTRIAL,
396,MARJAN IND COM LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
397,ALAVIS LABORATORIOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
398,RECENTY COSMETICOS E DESCARTAVEIS LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
399,TINTAS SIX COLLOR INDUSTRIA E COMERCIO LTDA - EPP,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
400,REDE FORMULA GHW LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
401,ARUBA BRASIL PRODUTOS QUIMICOS LTDA,1.0,INDUSTRIAL,
402,IBPHARMA HOMEOPATIA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
403,ANDINA COMERCIO E SERVICOS DE BELEZA LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
404,BELLE COSMETICOS,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
405,"ANIGER - CALCADOS, SUPRIMENTOS E EMPREENDIMENTOS LTDA",1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
406,DSM PRODUTOS NUTRICIONAIS BRASIL S.A.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
407,"SENSORY ALL, IND COM IMPORTACAO E EXP LTDA ME",2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
408,ROBERTA LÁRIOS,1.0,INDUSTRIAL,
409,BELLI CAPELLI IND COM IMP E EXPORTACAO LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
410,GRUPO NATURAL LINK,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
411,BELE LABORATORIES EIRELI - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
412,REMO INDÚSTRIA E COMÉRCIO DE PLÁSTICOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
413,ADVETEC INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS EIRELI,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Emulsões
414,J C M L COSMETICOS EIRELI - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
415,DC BEAUTY COSMETICS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
416,ALVARO BRUNO PACHECO FERREIRA,1.0,INDUSTRIAL,
417,TESS COSMETICOS LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
418,MICROQUIMICA INDUSTRIAS QUIMICAS LTDA,1.0,INDUSTRIAL,
419,ZINID COMERCIO E INDUSTRIA DE ADESIVOS LTDA. - ME,1.0,INDUSTRIAL,ADESIVOS | Hot Melt
420,DIFFUCAP CHEMOBRAS QUIMICA E FARMACEUTICA LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
421,DUNATTI COSMETICOS PROFISSIONAIS LTDA - EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
422,FARMA SERVICE BIOEXTRACT LTDA,3.0,FOOD & NUTRITION,
423,NATURAL BODY COMPANY LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
424,SOSINTEX QUIMICA LTDA - ME,1.0,INDUSTRIAL,PERSONAL CARE | Hair Care
425,FIBERTEX LOUVEIRA PRODS TEXTEIS LTDA,1.0,INDUSTRIAL,
426,QUIMIPLAST INDÚSTRIA DE FORRO DE PVC LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
427,AVIVARE,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
428,ULTRAPAN INDÚSTRIA E COMÉRCIO LTDA,4.0,AGRO,AGRONEGÓCIO | Inoculantes
429,PERFUMES DANA DO BRASIL S.A.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
430,AROMATICA INDUSTRIAL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
431,AROMA COMERCIO DE COSMETICOS LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
432,CREATIVE COLORS IND E COM DE PIGMENTOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
433,TAG DIST E COMERCIALIZ DE IMP EM GERAL LTDA ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
434,SAKATA SEED SUDAMERICA LTDA,4.0,AGRO,AGRONEGÓCIO | Biológicos
435,POLIBALBINO IND.COM.REPRESENTACAO DE TERMOPLASTICOS LTDA,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
436,MEKAL INDUSTRIA DE TINTAS LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Artísticas
437,DOX INTERNATIONAL EIRELI ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
438,WELLITON JOSE FRAZAO - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
439,VICTOR CLAYTON SAMPAIO COELHO 04309455310,1.0,INDUSTRIAL,
440,NATUFAR INDUSTRIA E COMERCIO LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
441,CARLOS CRAMER PROD AROMATICOS BRASIL LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
442,ARTPHARMA MANIPULACAO LTDA - ME,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
443,INTERCOS DO BRASIL IND E COM DE PRODUTOS COSMETICOS LTDA.,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Skin Care
444,POLIGNUM INDUSTRIA E COMERCIO LTDA - EPP,1.0,INDUSTRIAL,PLÁSTICOS | Acrílico
445,NEWCOATES INDUSTRIA E COMERCIO DE TINTAS GRAFICAS LTDA,1.0,INDUSTRIAL,TINTAS & REVESTIMENTOS | Industrial
446,ESSENZA INDUSTRIA QUIMICA EIRELI,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
447,FERTIBIO DO BRASIL INDUSTRIA DE FERTILIZANTES LTDA,4.0,AGRO,AGRONEGÓCIO | Inoculantes
448,TERRA DO BRASIL GELATERIA,3.0,FOOD & NUTRITION,
449,JFM INDUSTRIA E COMERCIO LTDA,2.0,LIFE & PERSONAL CARE,HOUSEHOLD | Desinfetante
450,ASTON INDUSTRIA INTERNACIONAL DE COSMETICOS LTDA,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
451,ESSENZA DO BRASIL COSMETICOS EIRELI EPP,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
452,GRUPO BRK,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | BATH & SHOWER
453,MASTERPOL TECNOLOGIA EM ADESIVOS LTDA,1.0,INDUSTRIAL,CONSTRUÇÃO CIVIL | Aditivos para Argamassas e Concretos
454,MONTEVÉRGINE,3.0,FOOD & NUTRITION,
455,NEOPPORT APOIOS E LENCOIS DE BORRACHA LTDA,1.0,INDUSTRIAL,BORRACHAS | AUTOMOTIVO - BORRACHAS
456,INSTITUTO MAUA DE TECNOLOGIA IMT,2.0,LIFE & PERSONAL CARE,PERSONAL CARE | Hair Care
